Anime_ID|Synopsis
619|The story centers around three characters - Uesugi Kazuya, his twin older brother Tatsuya, and Asakura Minami. Kazuya is the darling of his town as he’s talented, hardworking, and the ace pitcher for his middle school baseball team. Tatsuya is a hopeless slacker who’s been living the life of giving up the spotlight to Kazuya, despite the fact that he may be more gifted than him. Minami is the beautiful childhood girlfriend and for all intents, sister from next door who treats both of them as equals. Society largely assumes Kazuya and Minami will become the perfect couple, including Tatsuya. Yet as time progresses, Tatsuya grows to realize that he’s willing to sacrifice anything for the sake of his brother, except at the expense of giving up Minami to Kazuya. And thus the story is told of Tatsuya trying to prove himself over his established younger brother, how it affects the relationship between the three, and both brothers' attempts to make Minami's lifelong dreams come true.
277|"Naota is a normal Japanese 6th grade boy (although a little cynical), but when his older brother leaves for America to play baseball, his brother leaves his 17 year old girlfriend Mamimi behind. Mamimi is sending mixed signals and advances to Naota, and he doesn't know what to do about her. But to make matters worse, Naota's world is totally turned upside down when he is run over by a woman on a Vespa. During their first encounter, she hits him over the head with her guitar, which then causes a horn to grow out of his forehead. She calls herself ""Haruko"" and her presence changes Naota's life to even further insanity."
4168|This is the story of college freshman Kanji Sasahara and his fellow members of the college club he joins, The Society for the Study of Modern Visual Culture (aka Genshiken), as he goes shopping for doujinshi, attends conventions and slowly but surely makes his way down the road to fandom.
5838|"""What if we just forget about today or the future"" A phrase that gives start to a small adventure of two young students, to go anywhere they can in just that one day, to live what they want or just can, to reach the longest distance with only the money in their pockets, to enjoy that day without caring about the rest, just be toghether. Love is bittersweet, but just for that day lets stay with each other."
2131|Around the Golden Age of Piracy, Jim Hawkins is a lively young boy helping his mother run the Admiral Benbow Inn located near Black Hill, a small town in England. On a dreary rainy night, they receive a new customer. A mysterious sailor paranoid of being followed whenever he isn't drunk. From him, Jim acquires an invaluable item: the treasure map of Flint, one of the most feared pirates of his epoch. With the help of the friends of his late father, Jim embarks on an incredible adventure in search of what could be a legendary fortune.
659|Sakuragi Hanamichi is a junior high punk used to getting into fights and being rejected by girls but upon entering high school he meets the girl of his dreams, Haruko Akagi. He will do anything in order to win her heart including joining the school basketball team that is aiming to conquer the nation lead by Haruko's brother. The problem is that Sakuragi has never played basketball before and a freshman sensation is stealing the spotlight and Haruko's affection from him.
7985|The members of Genshiken are accepted as participants in the upcoming ComiFes, and Sasahara must adjust to his new role as club president. Meanwhile, Ogiue continues to struggle to fit in to her new surroundings.
16347|
14195|"The series takes place in the near future, when it is possible to instantaneously measure and quantify a person's state of mind and personality. This information is recorded and processed, and the term ""Psycho-Pass"" in the anime's title refers to a standard used to measure an individual's being. The story centers around the ""enforcement officer"" Shinya Kōgami, who is tasked with managing crime in such a world."
15249|A side story of the original Kara no Kyōkai - the Garden of sinners movie series divided into 2 parts. In the first part, Shizune Seo, who finds her life too predictable due to her precognition, and Mitsuru‎ Kamekura, who uses his precognition to be a professional bomber, meet Mikiya and Shiki, respectively, and their futures begin to change. In the second part, 10 years after the original series, Shiki and Mikiya's daughter, Mana Ryōgi, spends a day with Mitsuru.
10056|Yuuri returns to Shin Makoku and resumes his position as the Maou. He slowly begins to discover that much has happend while he was away: the rise of an ancient secret society that threatens the peace of both humans and Mazoku, and a fight for the throne that now leaves the nobles wondering who is the legitimate Maou.
